0.006,167.06
0.006,167
0.006,167
0.006,167.06
0.004,166.97
-0.001,166.88
-0.003,166.72
-0.003,166.57
-0.006,166.3
-0.008,165.87
-0.006,164.56
-0.011,162.89
-0.016,160.7
-0.011,158.32
-0.009,155.98
-0.009,153.88
-0.009,152.02
-0.008,150.5
-0.008,149.34
-0.006,148.22
-0.006,147.03
-0.008,145.78
-0.008,144.51
-0.011,142.92
-0.013,141.28
-0.011,139.45
-0.008,137.72
-0.008,135.86
-0.008,134.06
-0.008,132.39
-0.008,130.66
-0.009,128.86
-0.008,127.13
-0.008,125.36
-0.009,123.53
-0.006,121.74
-0.006,119.97
-0.009,118.21
-0.008,116.47
-0.006,114.77
-0.003,113.16
-0.008,111.42
-0.006,109.87
-0.008,108.16
-0.006,106.58
-0.006,104.97
-0.008,103.26
-0.006,101.59
-0.004,99.975
-0.009,98.331
-0.008,96.627
-0.008,94.983
-0.006,93.37
-0.009,91.787
-0.006,90.144
-0.008,88.53
-0.008,86.917
-0.008,85.243
-0.011,83.539
-0.009,81.895
-0.006,79.764
-0.008,77.694
-0.008,75.655
-0.004,73.707
-0.006,71.759
-0.006,69.872
-0.004,68.046
-0.004,66.432
-0.008,64.911
-0.004,63.45
-0.003,61.745
-0.008,60.01
-0.008,58.092
-0.008,56.023
-0.008,53.892
-0.006,51.792
-0.008,49.661
-0.006,47.591
-0.006,45.583
0.002,43.513
-0.008,41.443
-0.006,39.465
-0.004,37.303
-0.006,35.142
-0.008,32.981
-0.004,30.698
-0.006,28.385
-0.008,26.133
-0.004,23.698
-0.006,21.263
-0.004,19.041
-0.003,16.697
-0.006,14.505
-0.004,12.192
-0.003,9.909
-0.006,7.657
-0.008,5.435
-0.008,3.183
-0.006,0.991
-0.004,-1.322
-0.006,-3.483
-0.008,-5.705
-0.004,-7.684
-0.003,-9.601
-0.004,-11.519
-0.006,-13.771
-0.003,-16.024
-0.003,-18.002
-0.006,-19.981
-0.006,-22.324
-0.003,-24.668
-0.003,-26.707
-0.004,-28.534
-0.001,-30.482
-0.003,-32.247
-0.003,-33.982
0.001,-35.626
-0.003,-37.452
-0.001,-39.309
-0.003,-41.318
-0.004,-43.144
-0.001,-45.031
-0.001,-46.827
-0.003,-48.653
-0.001,-50.51
-0.003,-52.458
-0.006,-54.345
-0.001,-56.171
-0.004,-57.937
-0.004,-59.915
-0.003,-61.894
-0.001,-63.811
-0.004,-65.546
-0.003,-67.403
-0.003,-69.229
0.001,-71.177
-0.003,-73.003
-0.006,-74.982
-0.003,-76.869
-0.003,-78.848
-0.006,-80.796
-0.003,-82.865
-0.003,-84.813
-0.003,-86.761
-0.003,-88.709
-0.001,-90.597
-0.003,-92.605
-0.006,-94.462
-0.004,-96.349
-0.001,-98.267
-0.001,-100.15
-0.004,-101.89
-0.003,-103.56
-0.003,-105.21
-0.004,-106.85
