0.001,74.407
0.002,72.794
0.004,71.059
0.004,69.324
-0.001,67.559
0.002,65.763
0.004,63.937
0.004,62.11
0.002,60.284
0.002,58.458
-0.003,56.54
0.004,54.623
0.002,52.705
0.004,50.94
0.004,49.052
0.002,47.196
0.006,45.217
0.006,43.269
0.004,41.321
0.004,39.312
0.002,37.121
0.001,34.899
0.004,32.829
0.001,30.546
0.002,28.324
0.004,26.102
0.006,23.819
0.004,21.476
0.002,19.223
0.004,16.94
0.004,14.719
0.004,12.466
0.004,10.153
0.004,7.84
0.002,5.557
0.006,3.243
-0.001,1.021
0.002,-1.322
0.002,-3.696
0.001,-6.04
0.001,-8.262
0.004,-10.454
-0.001,-12.706
0.002,-14.898
-0.001,-17.089
-0.001,-19.281
-0.001,-21.35
0.001,-23.451
-0.001,-25.612
-0.001,-27.59
-0.001,-29.629
-0.001,-31.608
-0.001,-33.708
0.001,-35.656
0.002,-37.513
-0.001,-39.37
-0.001,-41.439
-0.001,-43.357
-0.001,-45.214
-0.001,-47.223
-0.003,-49.323
-0.004,-50.966
-0.001,-52.914
0.001,-54.832
0.001,-56.811
-0.003,-58.606
0.001,-60.493
0.002,-62.381
-0.001,-64.298
0.001,-66.064
-0.006,-67.92
-0.003,-69.807
0.001,-71.695
-0.003,-73.49
-0.004,-75.378
-0.006,-76.473
-0.008,-78.269
-0.004,-80.887
-0.006,-83.048
-0.001,-84.935
-0.003,-86.914
-0.008,-88.74
-0.001,-90.657
-0.001,-92.545
-0.008,-94.493
-0.004,-96.349
-0.001,-98.206
-0.008,-100
-0.003,-101.8
-0.006,-103.56
-0.004,-105.21
-0.004,-106.91
-0.001,-108.49
-0.003,-110.14
-0.003,-111.72
-0.006,-113.3
-0.008,-114.7
-0.004,-116.01
-0.006,-117.47
-0.006,-118.93
-0.008,-120.27
-0.003,-121.34
-0.003,-122.07
-0.006,-122.92
-0.008,-123.74
-0.008,-124.47
-0.008,-125.27
-0.006,-126.03
-0.008,-126.85
-0.008,-127.67
-0.004,-128.55
-0.004,-129.41
-0.004,-130.32
-0.006,-131.29
-0.003,-132.27
-0.003,-133.33
-0.006,-134.37
-0.006,-135.31
-0.006,-136.28
-0.006,-137.38
-0.004,-138.41
-0.004,-139.45
-0.003,-140.48
-0.006,-141.64
-0.003,-142.74
-0.004,-143.92
-0.006,-145.02
-0.001,-146.36
-0.004,-147.49
-0.006,-148.67
-0.004,-149.8
-0.003,-150.74
-0.001,-151.66
-0.006,-152.45
-0.004,-153.18
0.001,-153.88
-0.001,-154.49
-0.006,-155.09
-0.003,-155.7
-0.006,-156.19
-0.003,-156.83
-0.004,-157.41
-0.004,-157.96
-0.001,-158.69
-0.003,-159.32
-0.006,-159.9
-0.001,-160.42
-0.003,-161.03
-0.003,-161.58
-0.001,-162.03
-0.003,-162.37
-0.006,-162.83
-0.001,-163.22
-0.003,-163.5
-0.006,-163.86
-0.001,-164.13
-0.001,-164.38
-0.006,-164.59
-0.004,-164.84
-0.003,-165.05
-0.004,-165.32
-0.004,-165.56
0.002,-165.66
-0.001,-165.81
-0.003,-165.99
0.001,-166.24
-0.004,-166.26
-0.008,-166.45
-0.004,-166.63
-0.004,-166.78
-0.004,-166.87
-0.004,-166.97
-0.001,-167.12
-0.004,-167.24
-0.003,-167.36
-0.008,-167.42
-0.003,-167.57
-0.003,-167.6
-0.003,-167.63
-0.006,-167.7
-0.003,-167.76
-0.004,-167.85
-0.003,-167.88
-0.004,-167.94
-0.006,-167.94
-0.003,-167.97
-0.006,-167.94
-0.006,-168.09
-0.001,-168.09
-0.003,-168.06
-0.004,-168.09
-0.006,-168.06
-0.001,-168
-0.006,-167.94
-0.003,-167.94
0.002,-167.88
-0.001,-167.7
-0.001,-165.32
0.001,-165.99
-0.001,-166.36
-0.003,-165.41
-0.001,-164.68
-0.004,-163.95
-0.001,-162.83
0.002,-161.09
0.002,-159.23
0.002,-156.83
0.002,-154.67
0.002,-151.66
0.004,-148.28
0.007,-144.93
0.006,-141.58
0.001,-138.54
0.004,-136.07
-0.001,-134.09
-0.003,-132.54
0.001,-131.17
-0.003,-130.1
-0.001,-129.01
-0.001,-127.82
-0.001,-126.7
-0.003,-125.33
-0.001,-123.96
-0.001,-122.44
-0.003,-120.85
-0.001,-119.09
-0.001,-117.35
-0.001,-115.59
0.001,-113.79
-0.001,-112.09
-0.004,-110.26
-0.001,-108.49
-0.003,-106.73
0.004,-105.11
-0.001,-103.32
-0.006,-101.22
0.001,-99.028
-0.003,-97.232
-0.003,-95.801
-0.003,-94.28
-0.008,-92.545
-0.003,-90.84
-0.003,-89.105
-0.001,-87.431
-0.004,-85.818
-0.006,-84.265
-0.001,-82.622
-0.001,-80.735
-0.003,-79.091
-0.001,-77.387
-0.003,-75.712
-0.003,-73.977
-0.004,-72.243
-0.003,-70.568
-0.006,-68.773
-0.004,-66.855
-0.003,-65.059
-0.004,-63.233
-0.004,-61.407
-0.003,-59.519
-0.004,-57.602
-0.006,-55.715
-0.004,-53.797
-0.004,-51.91
-0.006,-49.992
-0.009,-48.136
-0.006,-46.096
-0.006,-44.118
-0.006,-42.17
-0.004,-40.131
-0.004,-37.848
-0.008,-35.687
-0.003,-33.647
-0.004,-31.243
-0.004,-28.99
-0.004,-26.707
-0.001,-24.394
-0.003,-22.05
-0.006,-19.768
-0.006,-17.515
-0.003,-15.263
-0.003,-13.01
-0.003,-10.697
-0.004,-8.384
-0.004,-6.162
-0.006,-3.849
-0.006,-1.627
-0.004,0.717
-0.004,3
-0.004,5.191
-0.001,7.353
-0.004,9.575
-0.003,11.796
-0.001,13.897
-0.006,15.997
-0.003,18.219
-0.003,20.258
0.001,22.206
-0.001,24.337
-0.004,26.285
0.001,28.233
-0.001,30.211
-0.001,32.129
0.002,34.016
-0.001,35.873
0.001,37.76
0.004,39.617
0.002,41.473
-0.001,43.3
-0.001,45.187
0.002,47.317
0.002,49.083
0.002,50.818
0.002,52.796
0.002,54.744
0.006,56.571
0.006,58.519
0.004,60.436
0.002,62.171
0.004,64.15
-0.001,66.067
0.002,67.954
0.002,69.811
0.002,71.668
0.002,73.585
0.002,75.29
-0.001,76.325
0.004,78.851
0.006,81.377
0.004,83.417
0.007,85.304
0.006,87.191
0.009,89.048
0.002,91.026
0.006,92.974
0.006,94.953
0.007,96.84
0.007,98.666
0.006,100.49
0.006,102.29
0.009,103.96
0.006,105.7
0.006,107.31
0.012,108.86
0.009,110.48
0.006,112
0.009,113.4
0.007,114.68
0.007,116.05
0.007,117.48
0.004,118.85
0.006,119.91
0.004,120.67
0.006,121.46
0.004,122.19
0.006,123.05
0.004,123.78
0.006,124.6
0.006,125.42
0.007,126.18
0.004,127.06
0.009,127.95
0.004,128.89
0.006,129.8
0.009,130.69
0.006,131.78
0.006,132.73
0.007,133.76
0.007,134.77
0.006,135.8
0.009,136.87
0.002,137.9
0.004,139.03
0.006,140.09
0.006,141.22
0.006,142.38
0.006,143.5
0.007,144.69
0.006,145.88
0.007,147.03
0.004,148.25
0.007,149.28
0.009,150.14
0.004,150.96
0.006,151.78
0.007,152.45
0.004,153.18
0.009,153.73
0.007,154.4
0.006,155.01
0.006,155.59
0.009,156.19
0.011,156.8
0.006,157.38
0.006,157.99
0.007,158.57
0.007,159.15
0.006,159.6
0.009,160.09
0.006,160.67
0.007,161.09
0.009,161.46
0.006,161.79
0.011,162.13
0.009,162.43
0.002,162.74
0.009,163.01
0.007,163.19
0.007,163.5
0.009,163.71
0.012,163.83
0.011,164.17
0.009,164.32
0.007,164.44
0.009,164.62
0.009,164.81
0.006,164.96
0.006,165.02
0.007,165.11
0.007,165.23
0.011,165.39
0.011,165.54
0.006,165.66
0.009,165.72
0.009,165.81
0.007,165.9
0.007,166.06
0.007,166.09
0.006,166.18
0.007,166.24
0.009,166.36
0.006,166.36
0.006,166.42
0.009,166.45
0.007,166.51
0.009,166.57
0.009,166.51
0.009,166.57
0.007,166.54
0.011,166.54
0.006,166.6
0.006,166.6
0.009,166.57
0.009,166.48
0.009,166.6
0.009,166.27
0.009,166.06
0.006,164.9
0.006,164.23
0.009,164.66
0.002,163.74
0.011,163.1
0.006,162.37
0.002,161.25
0.004,159.33
0.002,157.35
0.001,155.07
0.004,152.57
0.002,149.53
0.001,146.21
-0.001,142.8
-0.003,139.57
-0.003,136.59
0.001,134.25
-0.001,132.45
0.001,131.08
-0.001,129.87
0.001,128.74
-0.001,127.58
